0 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/216.json
155 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/566.json
156 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/958.json
157 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \begin{pmatrix} 0 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/504.json
158 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/984.json
159 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/725.json
160 TYPE: Precalculus | LEVEL: 2 | OUTPUT: 1 | ANSWER: 86^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/158.json
161 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: -6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/782.json
162 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{155}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/995.json
163 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 27,93 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/864.json
164 TYPE: Precalculus | LEVEL: 1 | OUTPUT: \frac{1}{2} | ANSWER: \frac{\sqrt{3}}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1257.json
165 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 11 \sqrt{5} + 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1281.json
166 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/285.json
167 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1067.json
168 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 12/13 \\ 5/13 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/572.json
169 TYPE: Precalculus | LEVEL: 4 | OUTPUT: -4 | ANSWER: 78 \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/150.json
170 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/19.json
171 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{7}{8} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/209.json
172 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{11}{16} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/847.json
173 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: -5 + 3i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/462.json
174 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} -4/9 \\ 1/9 \\ 8/9 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1304.json
175 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1292.json
176 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \text{C, F, H} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1207.json
177 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 7 \\ -2 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/251.json
178 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \text{(C)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/819.json
179 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{35}{64} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1146.json
180 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \begin{pmatrix} 11 \\ -36 \\ -3 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/12.json
181 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 45^\circ, 135^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1000.json
182 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: \cos 13^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/418.json
183 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{5}, \frac{117}{125} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/605.json
184 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 2\cos 15^{\circ} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/602.json
185 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 2 + \sqrt{3}, -2 + \sqrt{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/988.json
186 TYPE: Precalculus | LEVEL: 4 | OUTPUT: -\frac{1}{2} | ANSWER: \left[ \frac{\pi^2}{8}, \frac{5 \pi^2}{4} \right] | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/499.json
187 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{4}, -\frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/924.json
188 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 7 & 1 \\ -1 & -3 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/67.json
189 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 110 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/48.json
190 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1077.json
191 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{\sqrt{6}}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/287.json
192 TYPE: Precalculus | LEVEL: 2 | OUTPUT: 0 | ANSWER: \frac{10}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/438.json
193 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} 1 \\ 2 \\ -3 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/993.json
194 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: \begin{pmatrix} 11 \\ 44 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/309.json
195 TYPE: Precalculus | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/122.json
196 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1240.json
197 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 0,3a | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/311.json
198 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 12 - 4 \sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1111.json
199 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/903.json
200 TYPE: Precalculus | LEVEL: 4 | OUTPUT: \begin{pmatrix} a \\ b \\ c \end{pmatrix} | ANSWER: 120^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/974.json
201 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \begin{pmatrix} 1 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & -1 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/968.json
202 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: \frac{\pi^2}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1005.json
203 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{\pi}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/632.json
204 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \begin{pmatrix} 0 \\ 0 \\ 0 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/643.json
205 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{37}{11} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1018.json
206 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: (-7,10) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/127.json
207 TYPE: Precalculus | LEVEL: 4 | OUTPUT: -1 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/182.json
208 TYPE: Precalculus | LEVEL: 5 | OUTPUT: 2 | ANSWER: \frac{6}{23} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/866.json
209 TYPE: Precalculus | LEVEL: 1 | OUTPUT: 180^\circ | ANSWER: -1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1282.json
210 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: -3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/56.json
211 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/349.json
212 TYPE: Precalculus | LEVEL: 2 | OUTPUT: (x - \frac{y}{2}, \frac{y}{3}, \frac{y}{3} | ANSWER: (8,3,-1) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1093.json
213 TYPE: Precalculus | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: \frac{16 \pi}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/24260.json
214 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 11x + 6y + 5z + 86 = 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/704.json
215 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{5\pi}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/679.json
216 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 49 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1238.json
217 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: \frac13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/623.json
218 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \begin{pmatrix} 2 \\ 3 \\ 1 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/304.json
219 TYPE: Precalculus | LEVEL: 2 | OUTPUT: 11 | ANSWER: 9 + 11i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/78.json
220 TYPE: Precalculus | LEVEL: 5 | OUTPUT: -\frac{1}{2} | ANSWER: 8x^3 - 6x - 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/413.json
221 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{7}{8} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1256.json
222 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \text{A,C,F} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/202.json
223 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 2 \tan x | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/326.json
224 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: -\frac{16}{65} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/21.json
225 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} 23/8 \\ 7/4 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1123.json
226 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: -\frac{\pi}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1194.json
227 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1104.json
228 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 2 \\ -11 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1274.json
229 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} -6 \\ 9 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/980.json
230 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 7, -2, \text{ and } -5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/870.json
231 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 6t - 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/880.json
232 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/303.json
233 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 144 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/986.json
234 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: -4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/34.json
235 TYPE: Precalculus | LEVEL: 3 | OUTPUT: 2 | ANSWER: \sqrt{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/50.json
236 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: \frac{2}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/970.json
237 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \begin{pmatrix} 1/2 \\ 1/2 \\ 1/2 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1284.json
238 TYPE: Precalculus | LEVEL: 1 | OUTPUT: 90^\circ | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1142.json
239 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/430.json
240 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/281.json
241 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: -3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/40.json
242 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 8+4\sqrt3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1254.json
243 TYPE: Precalculus | LEVEL: 4 | OUTPUT: 64 | ANSWER: 2 \sqrt{2} + \sqrt{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1114.json
244 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 120^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/170.json
245 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: \begin{pmatrix} 1 & 2 \\ 6 & -1 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/399.json
246 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 5 \sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/222.json
247 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \left( -\frac{5}{3}, \frac{2}{3}, \frac{19}{3} \right) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/352.json
248 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/479.json
249 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 0,4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1226.json
250 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/989.json
251 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/324.json
252 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{9}{100} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/742.json
253 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \sqrt{109} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/809.json
254 TYPE: Precalculus | LEVEL: 3 | OUTPUT: 11 | ANSWER: 7 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/651.json
255 TYPE: Precalculus | LEVEL: 3 | OUTPUT: -5^2 | ANSWER: \frac{70}{39} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1160.json
256 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: (-2,5,-1) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/555.json
257 TYPE: Precalculus | LEVEL: 2 | OUTPUT: 1 | ANSWER: \frac{1 + \sqrt{5}}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/238.json
258 TYPE: Precalculus | LEVEL: 5 | OUTPUT: 5 | ANSWER: 159 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/726.json
259 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -3, -2, \frac{1}{3}, \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/926.json
260 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/0.json
261 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: -49 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/712.json
262 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: (0,1) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/237.json
263 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{3}{4}, -\frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/485.json
264 TYPE: Precalculus | LEVEL: 2 | OUTPUT: \frac{-7}{5} | ANSWER: 60^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1101.json
265 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 4018 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1278.json
266 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/77.json
267 TYPE: Precalculus | LEVEL: 1 | OUTPUT: -120^\circ | ANSWER: -\frac{2 \sqrt{3}}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1229.json
268 TYPE: Precalculus | LEVEL: 3 | OUTPUT: -1 + i \sqrt{3} | ANSWER: -128 - 128 \sqrt{3} i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/654.json
269 TYPE: Precalculus | LEVEL: 2 | OUTPUT: \frac{-24}{-24} | ANSWER: -\frac{24}{25} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/23.json
270 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{3} | ANSWER: \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1279.json
271 TYPE: Precalculus | LEVEL: 2 | OUTPUT: \text{(x,y)} | ANSWER: \text{(E)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/621.json
272 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} 1/5 \\ -18/5 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/398.json
273 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1185.json
274 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 4096 \sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/829.json
275 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \text{(E)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/452.json
276 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{\sqrt{5}}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1162.json
277 TYPE: Precalculus | LEVEL: 4 | OUTPUT: \frac{1}{2} | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/893.json
278 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \begin{pmatrix} 1 \\ -2 \\ -1 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/999.json
279 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 288 \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1056.json
280 TYPE: Precalculus | LEVEL: 2 | OUTPUT: 568^\circ | ANSWER: 152 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/328.json
281 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{3}{16} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/677.json
282 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/389.json
283 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: \text{(D)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/295.json
284 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: (1,2,3) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/322.json
285 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1070.json
286 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 6 - 5i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/990.json
287 TYPE: Precalculus | LEVEL: 1 | OUTPUT: None | ANSWER: (4,\pi) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/917.json
288 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 30^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/117.json
289 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 3 & -3 \\ 4 & -2 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/519.json
290 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \text{B, E, G} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/100.json
291 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 97 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/207.json
292 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{2} | ANSWER: 3\sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1022.json
293 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 6 \sqrt{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1203.json
294 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{2}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1120.json
295 TYPE: Precalculus | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: 30^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/441.json
296 TYPE: Precalculus | LEVEL: 2 | OUTPUT: None | ANSWER: \pi | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/35.json
297 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: 100 - 48 \sqrt{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/427.json
298 TYPE: Precalculus | LEVEL: 3 | OUTPUT: 40 | ANSWER: \frac{11}{20} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/773.json
299 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: \begin{pmatrix} 1 \\ 3 \end{pmatrix} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/312.json
300 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{1}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/1.json
301 TYPE: Precalculus | LEVEL: 3 | OUTPUT: \frac{1}{3} | ANSWER: 71 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/596.json
302 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \sqrt{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/466.json
303 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 4 + 6i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/770.json
304 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: \sqrt{17} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/537.json
305 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: 120^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/580.json
306 TYPE: Precalculus | LEVEL: 3 | OUTPUT: None | ANSWER: (8,14) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/17.json
307 TYPE: Precalculus | LEVEL: 2 | OUTPUT: (1,0) | ANSWER: \frac{3 \pi}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/710.json
308 TYPE: Precalculus | LEVEL: 5 | OUTPUT: None | ANSWER: 4^\circ, 20^\circ | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/442.json
